City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,blackwater,-23.5833,148.8833,16.38,88,7,2.84,AU,1715116500
363,puerto baquerizo moreno,-0.9,-89.6,27.55,74,75,6.17,EC,1715116501
364,hlobyne,49.3878,33.2596,7.11,83,39,7.35,UA,1715116501
365,zhumysker,49.3333,49.4,16.23,28,100,3.1,KZ,1715116501
366,sao joao da barra,-21.6403,-41.0511,25.05,88,0,4.59,BR,1715116330
367,puerto deseado,-47.7503,-65.8938,3.59,97,100,6.51,AR,1715116501
368,muravlenko,63.7898,74.523,1.0,100,100,1.82,RU,1715116501
369,santa luzia,-19.7697,-43.8514,24.5,61,20,3.6,BR,1715116501
370,pandan,14.0453,124.1694,26.5,80,40,3.06,PH,1715116501
371,sa kaeo,13.75,102.3333,25.1,84,98,0.94,TH,1715116502
372,kalemie,-5.9475,29.1947,23.38,81,51,1.51,CD,1715116502
373,gisborne,-38.6533,178.0042,11.98,71,100,3.45,NZ,1715116502
374,dondo,-19.6094,34.7431,22.73,94,0,2.31,MZ,1715116502
375,cape coast,5.1053,-1.2466,28.47,77,67,5.3,GH,1715116503
376,new norfolk,-42.7826,147.0587,11.62,87,100,0.35,AU,1715116503
377,banda aceh,5.5577,95.3222,27.46,82,100,2.75,ID,1715116503
378,al hufuf,25.3646,49.5653,29.19,58,0,4.12,SA,1715116503
379,buala,-8.145,159.5921,28.13,84,88,4.58,SB,1715116503
380,al burayqah,30.4062,19.5739,21.55,51,52,3.61,LY,1715116504
381,pocito,-31.6833,-68.5833,23.81,7,0,14.5,AR,1715116504
382,chimoio,-19.1164,33.4833,14.66,95,0,0.55,MZ,1715116322
383,ulaangom,49.9811,92.0667,10.4,45,54,2.42,MN,1715116504
384,chibougamau,49.9168,-74.3659,6.79,76,100,3.09,CA,1715116504
385,celestun,20.8667,-90.4,30.47,65,41,6.34,MX,1715116504
386,ginir,7.1333,40.7,14.95,92,14,3.32,ET,1715116504
387,figuig (centre),32.1089,-1.2286,23.96,14,1,4.32,MA,1715116504
388,pionerskiy,54.9508,20.2275,7.12,69,0,5.9,RU,1715116504
389,sagua la grande,22.8067,-80.0756,31.55,56,34,7.47,CU,1715116505
390,playas,-2.6333,-80.3833,27.02,73,47,5.53,EC,1715116505
391,san juan,-31.5375,-68.5364,24.28,6,0,15.46,AR,1715116462
392,kaluga,54.5,35.5,1.74,93,21,3.97,RU,1715116505
393,nort-sur-erdre,47.4333,-1.5,15.1,93,40,3.04,FR,1715116505
394,nadi,-17.8,177.4167,26.0,73,75,4.12,FJ,1715116494
395,kemijarvi,66.7131,27.4306,-7.54,94,12,2.11,FI,1715116505
396,labytnangi,66.6572,66.4183,-9.23,90,54,5.74,RU,1715116505
397,mirnyy,62.5353,113.9611,-3.2,87,67,5.81,RU,1715116506
398,zouerate,22.7187,-12.4521,33.54,8,40,3.82,MR,1715116506
399,lastoursville,-0.8143,12.7287,24.0,97,89,0.79,GA,1715116506
400,merritt,50.1123,-120.7942,14.07,39,99,0.89,CA,1715116506
401,ciudad guayana,8.3533,-62.6528,34.18,57,93,5.32,VE,1715116506
402,mogadishu,2.0371,45.3438,27.48,86,96,4.91,SO,1715116506
403,codrington,-38.2667,141.9667,8.75,94,28,3.23,AU,1715116506
404,la libertad,-2.2333,-80.9,28.81,70,40,5.66,EC,1715116506
405,cartagena del chaira,1.3349,-74.8429,32.68,56,93,0.51,CO,1715116356
406,drean,36.6848,7.7511,16.86,82,40,6.69,DZ,1715116507
407,guia lopes da laguna,-21.4578,-56.1142,31.97,33,0,3.09,BR,1715116507
408,kingaroy,-26.5333,151.8333,14.98,81,100,4.31,AU,1715116507
409,harstad,68.799,16.5293,2.66,62,6,15.65,NO,1715116507
410,amga,60.8953,131.9608,5.48,83,100,2.46,RU,1715116507
411,mejit,10.2753,170.8646,27.66,80,85,8.63,MH,1715116507
412,limulunga,-15.0969,23.1376,22.89,55,80,0.87,ZM,1715116507
413,sarayonu,38.262,32.4046,10.79,39,0,1.77,TR,1715116507
414,ad dabbah,18.05,30.95,27.6,13,4,5.22,SD,1715116507
415,nemuro,43.3236,145.575,2.77,90,100,8.85,JP,1715116508
416,gebeit,21.0667,36.3167,22.85,44,0,2.33,SD,1715116508
417,jinchang,38.4953,102.1739,16.72,28,96,2.19,CN,1715116508
418,bambanglipuro,-7.95,110.2833,24.13,92,33,1.54,ID,1715116508
419,jinghong,21.991,100.7341,19.56,98,59,0.5,CN,1715116508
420,enriquillo,17.9,-71.2333,30.82,69,61,2.75,DO,1715116508
421,taltal,-25.4,-70.4833,16.17,77,100,2.48,CL,1715116220
422,hiriyur,13.9456,76.6192,27.71,56,32,3.44,IN,1715116508
423,banyuls de la marenda,42.4837,3.129,16.1,59,100,8.09,FR,1715116509
424,lorengau,-2.0226,147.2712,27.02,88,99,6.89,PG,1715116509
425,bereeda,11.8704,51.0579,29.63,74,14,3.77,SO,1715116509
426,fort st. john,56.2499,-120.8529,14.94,17,40,9.26,CA,1715116509
427,cambria,35.5641,-121.0808,25.23,51,6,7.17,US,1715116509
428,koulikoro,14.0,-7.75,35.32,24,60,3.33,ML,1715116509
429,mananara,-16.1667,49.7667,23.6,92,85,5.54,MG,1715116509
430,port douglas,-16.4833,145.4667,24.52,84,91,6.91,AU,1715116222
431,salinas,36.6777,-121.6555,24.45,64,0,5.66,US,1715116510
432,kapa'a,22.0752,-159.319,27.99,75,40,6.69,US,1715116510
433,naze,28.3667,129.4833,16.51,69,61,2.75,JP,1715116510
434,hafar al-batin,28.4328,45.9708,26.32,21,0,4.12,SA,1715116510
435,sirsilla,18.3833,78.8333,25.9,63,30,4.56,IN,1715116510
436,luderitz,-26.6481,15.1594,16.25,88,0,6.8,NA,1715116510
437,i-n-salah,27.1935,2.4607,32.89,8,11,4.98,DZ,1715116510
438,sirte,31.2089,16.5887,22.17,51,95,9.36,LY,1715116510
439,the pas,53.8251,-101.2541,19.01,34,0,5.14,CA,1715116511
440,purpe,64.4803,76.6897,0.81,100,100,1.49,RU,1715116511
441,tocopilla,-22.092,-70.1979,18.64,75,28,4.28,CL,1715116255
442,columbia falls,48.3725,-114.1815,10.45,71,100,4.63,US,1715116454
443,mirpur sakro,24.5474,67.6277,27.8,77,0,6.42,PK,1715116511
444,cheremukhovo,60.3484,59.9851,1.01,69,97,1.79,RU,1715116511
445,al bawiti,28.3492,28.8659,21.4,23,3,2.9,EG,1715116511
446,tomatlan,19.9333,-105.25,32.89,35,98,6.09,MX,1715116511
447,chaparral,3.7232,-75.4832,27.9,73,100,1.25,CO,1715116512
448,luanda,-8.8368,13.2343,27.0,89,40,3.09,AO,1715116382
449,ataq,14.5377,46.8319,24.19,72,62,4.45,YE,1715116512
450,naifaru,5.4444,73.3657,28.9,80,75,4.11,MV,1715116512
451,gilgit,35.9221,74.3087,15.57,44,17,2.13,PK,1715116512
452,caleta de carquin,-11.0925,-77.6267,21.1,81,78,5.52,PE,1715116512
453,novyy turtkul',41.55,61.0167,20.95,27,95,8.21,UZ,1715116512
454,mek'ele,13.4967,39.4753,19.8,64,90,3.96,ET,1715116512
455,dingcheng,32.1272,115.0394,17.93,69,94,3.29,CN,1715116513
456,salinopolis,-0.6136,-47.3561,26.75,87,100,4.23,BR,1715116513
457,krasnovishersk,60.4078,57.082,-1.3,85,100,1.46,RU,1715116513
458,dalandzadgad,43.5708,104.425,18.08,14,74,5.37,MN,1715116513
459,corbelia,-24.7989,-53.3067,27.64,47,46,2.42,BR,1715116513
460,zhanaozen,43.3,52.8,13.43,87,71,10.39,KZ,1715116513
461,balkashino,52.5167,68.7667,6.76,69,0,2.65,KZ,1715116513
462,baruun-urt,46.6806,113.2792,16.62,22,42,6.33,MN,1715116513
463,severo-yeniseyskiy,60.3725,93.0408,-3.01,96,100,1.79,RU,1715116514
464,san ramon,37.7799,-121.978,23.75,43,0,6.69,US,1715116514
465,samana,19.2056,-69.3369,27.12,78,75,2.06,DO,1715116514
466,yelan',50.949,43.7378,14.75,65,3,5.46,RU,1715116514
467,kruisfontein,-34.0033,24.7314,19.38,92,100,5.26,ZA,1715116514
468,north bend,43.4065,-124.2243,15.55,67,40,6.69,US,1715116514
469,lugovoye,42.9094,72.7178,16.14,65,68,1.17,KZ,1715116514
470,ingeniero guillermo n. juarez,-23.9,-61.85,34.04,45,14,4.7,AR,1715116514
471,dakhla,23.6848,-15.958,19.01,88,0,9.26,EH,1715116515
472,leh,34.1667,77.5833,-3.31,54,0,3.5,IN,1715116515
473,beauceville,46.2179,-70.7787,17.81,32,94,3.6,CA,1715116320
474,carqueiranne,43.0953,6.073,15.7,64,0,1.54,FR,1715116515
475,mazagao,-0.115,-51.2894,28.03,99,100,1.35,BR,1715116515
476,margate,51.3813,1.3862,11.84,89,20,3.13,GB,1715116515
477,flowood,32.3096,-90.139,29.58,73,100,5.14,US,1715116515
478,inari,68.906,27.0288,-2.89,96,14,0.78,FI,1715116516
479,valley center,33.2184,-117.0342,24.5,58,0,3.13,US,1715116516
480,warora,20.2333,79.0,26.97,58,0,2.75,IN,1715116516
481,al kharj,24.155,47.3346,29.32,18,1,3.74,SA,1715116516
482,richlands,37.0932,-81.7937,24.43,83,40,2.57,US,1715116420
483,alaghsas,17.0187,8.0168,32.74,12,96,1.89,NE,1715116516
484,klaksvik,62.2266,-6.589,8.51,83,99,7.37,FO,1715116516
485,puerto el triunfo,13.2833,-88.55,36.48,63,22,4.64,SV,1715116517
486,alexandria,31.2156,29.9553,19.3,59,1,3.13,EG,1715116444
487,novyy urengoy,66.0833,76.6333,-4.01,96,100,7.57,RU,1715116517
488,mont-dore,-22.2833,166.5833,23.33,99,63,2.68,NC,1715116517
489,talakan,50.3167,130.3667,10.0,51,39,1.89,RU,1715116517
490,novoselitskoye,44.7508,43.4369,9.95,64,100,3.31,RU,1715116517
491,yanchep,-31.55,115.6833,18.07,50,2,5.5,AU,1715116517
492,campo gallo,-26.5833,-62.85,24.43,81,100,2.17,AR,1715116517
493,xilin hot,43.9667,116.0333,12.19,24,7,2.94,CN,1715116518
494,ta`u,-14.2336,-169.5144,29.03,80,90,4.57,AS,1715116518
495,itaituba,-4.2761,-55.9836,27.09,94,100,4.12,BR,1715116518
496,kiunga,-6.1219,141.2906,23.73,100,100,1.7,PG,1715116518
497,santana,-0.0583,-51.1817,28.1,83,100,1.54,BR,1715116518
498,melo,-32.3667,-54.1833,21.61,94,97,4.11,UY,1715116518
499,antofagasta,-23.65,-70.4,16.08,80,91,3.22,CL,1715116395
500,sandwip,22.4678,91.4561,28.84,75,100,0.99,BD,1715116518
501,conceicao do araguaia,-8.2578,-49.2647,27.69,68,25,0.44,BR,1715116518
502,kirkland lake,48.1446,-80.0377,20.16,30,94,2.57,CA,1715116519
503,san justo,-30.7891,-60.5919,20.53,97,100,2.05,AR,1715116519
504,konstantinovka,49.6167,127.9833,14.45,30,80,5.61,RU,1715116519
505,teknaf,20.8624,92.3058,25.42,85,88,2.15,BD,1715116519
506,sanctuary point,-35.1114,150.629,14.62,81,85,1.69,AU,1715116519
507,veinticinco de mayo,-35.4323,-60.1727,17.21,99,100,2.32,AR,1715116519
508,holualoa,19.6228,-155.9522,25.91,75,0,4.12,US,1715116519
509,villa de arista,22.65,-100.8333,34.85,9,100,5.74,MX,1715116519
510,hilo,19.7297,-155.09,26.25,82,100,2.06,US,1715116337
511,kiffa,16.6166,-11.4045,36.01,6,0,3.7,MR,1715116520
512,isola di capo rizzuto,38.96,17.0933,16.73,87,100,6.14,IT,1715116520
513,ranchettes,41.2186,-104.7903,11.45,24,40,14.92,US,1715116520
514,oroqen zizhiqi,50.5667,123.7167,11.54,44,100,1.68,CN,1715116520
515,svetlyy,54.675,20.1347,7.24,79,0,3.07,RU,1715116520
516,south hedland,-20.4089,118.5983,19.96,83,0,2.57,AU,1715116520
517,urzhar,47.093,81.6294,15.24,66,11,1.76,KZ,1715116520
518,hadibu,12.65,54.0333,29.19,74,8,0.73,YE,1715116520
519,mersing,2.4312,103.8405,25.25,89,97,1.12,MY,1715116255
520,cuyo,10.8525,121.0086,29.45,73,77,4.91,PH,1715116521
521,minab,27.1467,57.0801,30.5,39,0,1.34,IR,1715116521
522,cascais,38.6979,-9.4215,19.92,57,20,7.72,PT,1715116521
523,thinadhoo,0.5333,72.9333,29.47,78,24,6.36,MV,1715116521
524,winters,38.5249,-121.9708,24.82,27,0,8.23,US,1715116521
525,punta del este,-34.9667,-54.95,21.06,98,75,4.63,UY,1715116521
526,arraial do cabo,-22.9661,-42.0278,24.98,83,0,6.17,BR,1715116521
527,remire-montjoly,4.9167,-52.2667,28.02,83,40,4.63,GF,1715116522
528,belyayevka,51.3974,56.4096,12.27,63,100,3.05,RU,1715116522
529,tsiombe,-25.3,45.4833,20.79,84,0,3.07,MG,1715116522
530,punxsutawney,40.9437,-78.9709,25.12,68,95,1.34,US,1715116522
531,sinjai,-5.1241,120.253,23.61,93,43,1.87,ID,1715116522
532,mangrol,21.1167,70.1167,27.39,86,0,6.13,IN,1715116522
533,rundu,-17.9333,19.7667,21.97,50,66,2.04,NA,1715116522
534,saudarkrokur,65.7461,-19.6394,5.44,67,99,6.14,IS,1715116522
535,kuta,-8.7233,115.1723,26.97,94,20,4.12,ID,1715116522
536,bengkulu,-3.8004,102.2655,24.6,95,100,0.64,ID,1715116523
537,rongelap,11.1635,166.8941,27.57,80,74,8.08,MH,1715116523
538,revda,56.801,59.9303,4.57,84,100,5.84,RU,1715116523
539,micheweni,-4.9667,39.8333,26.59,82,100,6.09,TZ,1715116523
540,mata-utu,-13.2816,-176.1745,29.65,77,94,5.85,WF,1715116523
541,madalena,41.2162,-8.3345,18.03,73,100,0.96,PT,1715116523
542,vila velha,-20.3297,-40.2925,25.97,78,0,2.06,BR,1715116435
543,sampit,-2.5333,112.95,24.41,93,59,0.84,ID,1715116523
544,thief river falls,48.1191,-96.1812,16.53,77,100,11.83,US,1715116255
545,marsa alam,25.0757,34.8918,23.08,43,0,3.29,EG,1715116524
546,krutinka,56.0055,71.5113,4.81,80,25,3.12,RU,1715116524
